2001	1	1	0	30.5	17.5
2001	1	2	0	30	15
2001	1	3	0	29.5	15
2001	1	4	0	30.5	15
2001	1	5	0	31.5	18.5
2001	1	6	0	29.8	15.5
2001	1	7	0	29.9	14.5
2001	1	8	0	30.5	20.4
2001	1	9	0	30.5	15
2001	1	10	0	30	15
2001	1	11	0	29	12
2001	1	12	0	28.5	13.5
2001	1	13	0	29	12.5
2001	1	14	0	30	14.5
2001	1	15	0	30	15
2001	1	16	0	29.8	16.5
2001	1	17	0	29.9	12.5
2001	1	18	0	32.5	13.5
2001	1	19	0	32.5	13
2001	1	20	0	31.5	19.5
2001	1	21	0	30	21.5
2001	1	22	0	31.5	20
2001	1	23	0	32	20.5
2001	1	24	0	33.5	21.5
2001	1	25	0	32.5	17.5
2001	1	26	0	27.5	11
2001	1	27	0	30	10.5
2001	1	28	0	30	10.5
2001	1	29	0	30	11.5
2001	1	30	0	32.5	12.5
2001	1	31	0	32.5	25
2001	2	1	0	33	25
2001	2	2	0	32	15.5
2001	2	3	0	31	16.5
2001	2	4	0	31.5	18.5
2001	2	5	0	33.5	19.5
2001	2	6	0	33.5	20
2001	2	7	0	33.5	16.5
2001	2	8	0	32.5	15.5
2001	2	9	0	32.5	23.5
2001	2	10	0	32	12.5
2001	2	11	0	30.4	12.5
2001	2	12	0	31.2	13.5
2001	2	13	0	30.5	14
2001	2	14	0	28.5	14
2001	2	15	0	34.5	14
2001	2	16	0	32.5	21.5
2001	2	17	0	30.5	19.5
2001	2	18	0	32.5	16.5
2001	2	19	0	32.5	15.6
2001	2	20	0	32.5	20.5
2001	2	21	0	33.5	16
2001	2	22	0	32.5	16.5
2001	2	23	0	32.5	17.5
2001	2	24	0	33.5	16.5
2001	2	25	0	32.5	15
2001	2	26	0	34.5	15.5
2001	2	27	0	32.5	15
2001	2	28	0	33.5	20
2001	3	1	0	31.5	20.5
2001	3	2	0	32.5	18.5
2001	3	3	0	33.5	17.5
2001	3	4	0	30.5	18.5
2001	3	5	0	32.5	20.5
2001	3	6	0	33.5	15.5
2001	3	7	0	33.5	16.5
2001	3	8	0	34.5	17.5
2001	3	9	0	32.5	18.5
2001	3	10	0	31	19.5
2001	3	11	0	32.5	21.5
2001	3	12	0	33.5	19.5
2001	3	13	7	30.4	12
2001	3	14	0	30.2	20
2001	3	15	29	31.5	12.6
2001	3	16	26	32.5	14
2001	3	17	0	33.5	15
2001	3	18	0	33.5	12.5
2001	3	19	0	33.5	20.5
2001	3	20	0	33.5	12
2001	3	21	0	32.5	12
2001	3	22	0	32.5	22.5
2001	3	23	0	33.5	10.5
2001	3	24	0	33.5	12.5
2001	3	25	0	33.6	20.5
2001	3	26	0	33.5	23.5
2001	3	27	0	35.5	21.5
2001	3	28	0	33.5	23.5
2001	3	29	0	34.5	19.5
2001	3	30	0	32.6	11
2001	3	31	0	35	11
2001	4	1	0	35.5	11
2001	4	2	0	32.5	22.5
2001	4	3	0	36.5	21.5
2001	4	4	0	37.5	12.2
2001	4	5	0	36.5	15
2001	4	6	0	35.5	15
2001	4	7	0	36.5	20.5
2001	4	8	0	36.5	19.5
2001	4	9	0	36.5	21.5
2001	4	10	0	35.5	22.5
2001	4	11	0	37.9	22.5
2001	4	12	0	36.5	16.5
2001	4	13	0	35.6	22.5
2001	4	14	0	35.5	20.5
2001	4	15	0	39	23
2001	4	16	0	34.5	22
2001	4	17	0	35.5	20.5
2001	4	18	0	33.5	20.5
2001	4	19	0	34.6	22.5
2001	4	20	0	35.6	23.5
2001	4	21	0	36.5	23.5
2001	4	22	0	37.5	24.5
2001	4	23	0	36.9	25
2001	4	24	0	37.5	23.5
2001	4	25	0	35.5	14.5
2001	4	26	0	37.5	15.5
2001	4	27	0	38.6	16.5
2001	4	28	0	35.6	19.5
2001	4	29	0	34.5	21.5
2001	4	30	0	37.8	19.5
2001	5	1	0	31.5	23.5
2001	5	2	0	29	24
2001	5	3	0	36.5	24
2001	5	4	3	35.5	23.5
2001	5	5	55	35	23.5
2001	5	6	0	32	24.5
2001	5	7	71	29.5	23.5
2001	5	8	3	29	24.5
2001	5	9	20	30.5	24
2001	5	10	25	30.8	24.5
2001	5	11	18	31.5	23.5
2001	5	12	0	31.5	23.5
2001	5	13	0	30.5	23.5
2001	5	14	27	29.6	23.5
2001	5	15	10	33.5	24
2001	5	16	2	32	16
2001	5	17	2	30.5	20.5
2001	5	18	59	29.5	20
2001	5	19	6	29.6	21
2001	5	20	6	28.5	24.5
2001	5	21	21	33.5	20
2001	5	22	0	30.5	24
2001	5	23	3	29.6	22.5
2001	5	24	20	30.5	24
2001	5	25	2	31	24.5
2001	5	26	65	31.5	23.5
2001	5	27	23	29.5	22.5
2001	5	28	4	30.5	23.5
2001	5	29	0	30.5	22.5
2001	5	30	7	29.5	23.5
2001	5	31	5	29.5	24.5
2001	6	1	15	28.6	23.5
2001	6	2	31	32.5	24.5
2001	6	3	3	29	24.5
2001	6	4	5	30	25
2001	6	5	0	31.5	24
2001	6	6	0	33.5	25
2001	6	7	0	32	25
2001	6	8	2	28.5	25.5
2001	6	9	57	30	25
2001	6	10	2	29.5	24.5
2001	6	11	54	28.5	24
2001	6	12	0	29	23.5
2001	6	13	33	29.5	23.5
2001	6	14	14	28.5	23.5
2001	6	15	37	28.5	24
2001	6	16	8	30.5	22.5
2001	6	17	25	30.5	24
2001	6	18	22	33	23.5
2001	6	19	0	29	24.5
2001	6	20	29	30.5	23.5
2001	6	21	52	27.5	24
2001	6	22	3	30.5	24.5
2001	6	23	0	31.5	25.5
2001	6	24	36	31.5	24
2001	6	25	6	31.5	25.5
2001	6	26	9	31.5	24.5
2001	6	27	2	31.5	24.5
2001	6	28	12	31.5	25
2001	6	29	0	31	25
2001	6	30	23	30.6	25
2001	7	1	15	30.5	25.5
2001	7	2	26	30.5	23.5
2001	7	3	32	30.5	24.5
2001	7	4	6	30.5	25
2001	7	5	70	29.6	24.5
2001	7	6	48	29.5	24.5
2001	7	7	77	30.5	24
2001	7	8	30	29.5	24
2001	7	9	42	29	23.5
2001	7	10	25	30.5	24
2001	7	11	8	30.5	24.5
2001	7	12	41	29	23.5
2001	7	13	29	30.5	24.5
2001	7	14	4	31	22.5
2001	7	15	55	30	22.5
2001	7	16	42	31.5	22
2001	7	17	14	30.5	20.5
2001	7	18	8	30.5	23.5
2001	7	19	24	29.5	20.5
2001	7	20	3	29.5	25.5
2001	7	21	37	30	24.5
2001	7	22	14	28.5	24
2001	7	23	55	28.5	23.5
2001	7	24	0	32.5	24.5
2001	7	25	0	32.5	25.5
2001	7	26	7	32.5	26
2001	7	27	32	32.5	24.5
2001	7	28	0	30.5	25
2001	7	29	6	31.5	25.5
2001	7	30	12	30.5	24.5
2001	7	31	3	30	24.5
2001	8	1	46	30	24.5
2001	8	2	13	29	24
2001	8	3	26	30.5	24.5
2001	8	4	19	29	24
2001	8	5	54	30	24.5
2001	8	6	0	31.5	24
2001	8	7	4	30.5	24
2001	8	8	46	30.5	20.5
2001	8	9	0	31.5	21
2001	8	10	8	30.5	24.5
2001	8	11	13	31.5	24
2001	8	12	5	27.5	24
2001	8	13	0	31.5	24
2001	8	14	38	30.1	22.5
2001	8	15	71	27.1	20.9
2001	8	16	8	28.6	25.4
2001	8	17	18	27.9	24.7
2001	8	18	42	30	24.5
2001	8	19	5	28.6	25.5
2001	8	20	46	30.2	24.2
2001	8	21	9	31.2	25
2001	8	22	13	31.9	25.4
2001	8	23	7	30.2	26.2
2001	8	24	12	30.5	24.5
2001	8	25	2	29.9	26
2001	8	26	25	29	25.2
2001	8	27	55	28.9	24.7
2001	8	28	41	29.5	24.6
2001	8	29	0	30.8	25.5
2001	8	30	2	30.5	25.9
2001	8	31	7	31.1	25.1
2001	9	1	5	32	24.8
2001	9	2	2	33	25.2
2001	9	3	0	33.1	26.2
2001	9	4	0	31.1	26.7
2001	9	5	0	32	26.6
2001	9	6	25	32.5	25.3
2001	9	7	10	32	24.5
2001	9	8	21	31	24.2
2001	9	9	22	31	25.4
2001	9	10	7	26.8	23.9
2001	9	11	2	30	23.2
2001	9	12	3	31.3	24.1
2001	9	13	0	32	24.7
2001	9	14	22	26	24.7
2001	9	15	10	29.6	23.9
2001	9	16	5	31.9	23.2
2001	9	17	0	33	24.9
2001	9	18	0	32.1	25.2
2001	9	19	28	28.4	24.6
2001	9	20	10	31	24.5
2001	9	21	0	30	25.4
2001	9	22	0	31.2	25.2
2001	9	23	0	31	25.8
2001	9	24	29	31.5	24
2001	9	25	24	29.5	25
2001	9	26	12	28.5	25
2001	9	27	14	30	24.9
2001	9	28	10	31	24.1
2001	9	29	14	29	23.4
2001	9	30	4	30.1	24.8
2001	10	1	0	31	25.4
2001	10	2	0	31.5	25.2
2001	10	3	15	31.9	22.9
2001	10	4	2	31.7	25.9
2001	10	5	2	31.9	25.5
2001	10	6	0	30.3	26.2
2001	10	7	0	32	25.3
2001	10	8	26	29	24.5
2001	10	9	0	29	24.5
2001	10	10	9	29	24.5
2001	10	11	5	29	24.5
2001	10	12	3	31	24
