Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1984","1984","gigagrams","4.0399","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1985","1985","gigagrams","3.7079","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1986","1986","gigagrams","3.4531","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1987","1987","gigagrams","2.9247","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1988","1988","gigagrams","2.6228","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1989","1989","gigagrams","2.6614","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1990","1990","gigagrams","2.7147","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1991","1991","gigagrams","2.696","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1992","1992","gigagrams","2.977","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1993","1993","gigagrams","2.898","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1994","1994","gigagrams","3.6093","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1995","1995","gigagrams","3.5039","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1996","1996","gigagrams","3.5829","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1997","1997","gigagrams","3.4863","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1998","1998","gigagrams","3.9781","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","1999","1999","gigagrams","4.4172","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2000","2000","gigagrams","4.5665","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2001","2001","gigagrams","5.4359","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2002","2002","gigagrams","5.8223","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2003","2003","gigagrams","6.1735","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2004","2004","gigagrams","6.3492","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2005","2005","gigagrams","6.9288","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2006","2006","gigagrams","7.0956","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2007","2007","gigagrams","7.4908","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2008","2008","gigagrams","7.7015","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2009","2009","gigagrams","7.8772","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2010","2010","gigagrams","8.4392","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2011","2011","gigagrams","8.931","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2012","2012","gigagrams","9.089","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2013","2013","gigagrams","9.5457","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2014","2014","gigagrams","9.9409","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2015","2015","gigagrams","10.1955","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72437","Emissions (CO2eq) from N2O (Burning crop residues)","56","Maize","2016","2016","gigagrams","10.5917","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1961","1961","gigagrams","3.8477","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1962","1962","gigagrams","7.1492","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1963","1963","gigagrams","5.6386","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1964","1964","gigagrams","4.6686","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1965","1965","gigagrams","4.5023","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1966","1966","gigagrams","5.1492","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1967","1967","gigagrams","5.3724","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1968","1968","gigagrams","4.6573","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1969","1969","gigagrams","3.9084","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1970","1970","gigagrams","3.8082","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1971","1971","gigagrams","4.3781","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1972","1972","gigagrams","4.5084","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1973","1973","gigagrams","4.564","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1974","1974","gigagrams","4.4936","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1975","1975","gigagrams","4.3643","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1976","1976","gigagrams","4.2913","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1977","1977","gigagrams","4.4859","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1978","1978","gigagrams","4.7204","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1979","1979","gigagrams","5.6754","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1980","1980","gigagrams","8.1922","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1981","1981","gigagrams","7.9702","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1982","1982","gigagrams","7.706","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1983","1983","gigagrams","10.2514","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1984","1984","gigagrams","10.556","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1985","1985","gigagrams","9.6883","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1986","1986","gigagrams","9.0225","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1987","1987","gigagrams","7.6421","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1988","1988","gigagrams","6.8531","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1989","1989","gigagrams","6.9541","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1990","1990","gigagrams","7.0933","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1991","1991","gigagrams","7.0443","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1992","1992","gigagrams","7.7786","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1993","1993","gigagrams","7.5721","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1994","1994","gigagrams","9.4307","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1995","1995","gigagrams","9.1553","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1996","1996","gigagrams","9.3618","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1997","1997","gigagrams","9.1094","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1998","1998","gigagrams","10.3944","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","1999","1999","gigagrams","11.5417","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2000","2000","gigagrams","11.9318","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2001","2001","gigagrams","14.2034","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2002","2002","gigagrams","15.213","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2003","2003","gigagrams","16.1308","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2004","2004","gigagrams","16.5897","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2005","2005","gigagrams","18.1042","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2006","2006","gigagrams","18.5401","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2007","2007","gigagrams","19.5727","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2008","2008","gigagrams","20.1234","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2009","2009","gigagrams","20.5823","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2010","2010","gigagrams","22.0508","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2011","2011","gigagrams","23.3358","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2012","2012","gigagrams","23.7488","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2013","2013","gigagrams","24.942","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2014","2014","gigagrams","25.9746","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2015","2015","gigagrams","26.6399","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72447","Emissions (CO2eq) from CH4 (Burning crop residues)","56","Maize","2016","2016","gigagrams","27.6752","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1961","1961","gigagrams","5.3202","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1962","1962","gigagrams","9.8853","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1963","1963","gigagrams","7.7966","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1964","1964","gigagrams","6.4553","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1965","1965","gigagrams","6.2254","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1966","1966","gigagrams","7.1199","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1967","1967","gigagrams","7.4286","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1968","1968","gigagrams","6.4398","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1969","1969","gigagrams","5.4043","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1970","1970","gigagrams","5.2657","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1971","1971","gigagrams","6.0537","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1972","1972","gigagrams","6.2338","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1973","1973","gigagrams","6.3107","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1974","1974","gigagrams","6.2134","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1975","1975","gigagrams","6.0346","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1976","1976","gigagrams","5.9337","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1977","1977","gigagrams","6.2028","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1978","1978","gigagrams","6.527","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1979","1979","gigagrams","7.8475","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1980","1980","gigagrams","11.3275","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1981","1981","gigagrams","11.0205","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1982","1982","gigagrams","10.6552","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1983","1983","gigagrams","14.1747","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1984","1984","gigagrams","14.5959","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1985","1985","gigagrams","13.3961","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1986","1986","gigagrams","12.4756","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1987","1987","gigagrams","10.5668","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1988","1988","gigagrams","9.4759","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1989","1989","gigagrams","9.6155","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1990","1990","gigagrams","9.8081","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1991","1991","gigagrams","9.7403","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1992","1992","gigagrams","10.7556","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1993","1993","gigagrams","10.47","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1994","1994","gigagrams","13.04","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1995","1995","gigagrams","12.6592","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1996","1996","gigagrams","12.9448","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1997","1997","gigagrams","12.5958","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1998","1998","gigagrams","14.3725","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","1999","1999","gigagrams","15.9589","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2000","2000","gigagrams","16.4982","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2001","2001","gigagrams","19.6392","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2002","2002","gigagrams","21.0353","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2003","2003","gigagrams","22.3043","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2004","2004","gigagrams","22.9389","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2005","2005","gigagrams","25.0329","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2006","2006","gigagrams","25.6357","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2007","2007","gigagrams","27.0635","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2008","2008","gigagrams","27.8249","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2009","2009","gigagrams","28.4595","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2010","2010","gigagrams","30.49","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2011","2011","gigagrams","32.2667","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2012","2012","gigagrams","32.8378","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2013","2013","gigagrams","34.4877","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2014","2014","gigagrams","35.9154","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2015","2015","gigagrams","36.8355","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","38.2669","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1961","1961","tonnes","2339535","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1962","1962","tonnes","2559700","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1963","1963","tonnes","2682625","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1964","1964","tonnes","2736855","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1965","1965","tonnes","2666565","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1966","1966","tonnes","2484075","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1967","1967","tonnes","2588300","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1968","1968","tonnes","2619870","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1969","1969","tonnes","2569380","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1970","1970","tonnes","2644785","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1971","1971","tonnes","2620090","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1972","1972","tonnes","2490455","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1973","1973","tonnes","2683725","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1974","1974","tonnes","2686255","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1975","1975","tonnes","2766280","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1976","1976","tonnes","2701325","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1977","1977","tonnes","2675200","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1978","1978","tonnes","2755775","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1979","1979","tonnes","2443045","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1980","1980","tonnes","2640495","Fc","Calculated data",""
"GB","Burning - Crop Residues","28","Myanmar","7245","Biomass burned (dry matter)","27","Rice, paddy","1981","1981","tonnes","2644785","Fc","Calculated data",""
