Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2004","2004","1000 ha","9835.7754","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2005","2005","1000 ha","10114.1585","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2006","2006","1000 ha","10483.8123","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2007","2007","1000 ha","9994.2823","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2008","2008","1000 ha","9763.0555","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2009","2009","1000 ha","9813.5382","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2010","2010","1000 ha","10485.4553","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","10333.488","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6971","Herbaceous crops","2012","2012","1000 ha","10160.8369","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2001","2001","1000 ha","573.3958","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2002","2002","1000 ha","689.659","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2003","2003","1000 ha","765.9457","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2004","2004","1000 ha","852.3942","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2005","2005","1000 ha","900.9132","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2006","2006","1000 ha","967.6429","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2007","2007","1000 ha","1040.3427","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2008","2008","1000 ha","1166.7463","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2009","2009","1000 ha","1219.1916","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2010","2010","1000 ha","1363.662","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2011","2011","1000 ha","1402.5799","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6972","Woody crops","2012","2012","1000 ha","1409.1534","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6973","Multiple or layered crops","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2001","2001","1000 ha","2257.952","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2002","2002","1000 ha","2386.3079","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2003","2003","1000 ha","2542.0207","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2004","2004","1000 ha","2586.0126","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2005","2005","1000 ha","2691.6403","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2006","2006","1000 ha","2646.8184","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2007","2007","1000 ha","2882.2587","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2008","2008","1000 ha","3009.0912","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2009","2009","1000 ha","2772.2694","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2010","2010","1000 ha","2388.9293","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2011","2011","1000 ha","2330.2168","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6983","Grassland","2012","2012","1000 ha","2091.2037","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2001","2001","1000 ha","51023.8142","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2002","2002","1000 ha","50685.7643","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2003","2003","1000 ha","50226.7163","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2004","2004","1000 ha","49490.4898","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2005","2005","1000 ha","49046.9824","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2006","2006","1000 ha","48651.9663","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2007","2007","1000 ha","48831.3406","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2008","2008","1000 ha","48558.1257","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2009","2009","1000 ha","48716.9876","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2010","2010","1000 ha","48441.7344","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2011","2011","1000 ha","48593.8155","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6974","Tree-covered areas","2012","2012","1000 ha","49233.7006","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6975","Mangroves","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","1805.6666","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2002","2002","1000 ha","1594.8925","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2003","2003","1000 ha","1688.2559","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2004","2004","1000 ha","1593.102","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2005","2005","1000 ha","1721.725","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","1581.6971","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2007","2007","1000 ha","1627.6588","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2008","2008","1000 ha","1717.0843","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2009","2009","1000 ha","1772.0621","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2010","2010","1000 ha","1604.3179","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","1674.9143","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6976","Shrub-covered areas","2012","2012","1000 ha","1410.701","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6979","Terrestrial barren land","2012","2012","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2001","2001","1000 ha","21.9082","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2002","2002","1000 ha","25.5476","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2003","2003","1000 ha","27.0657","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2004","2004","1000 ha","33.5775","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2005","2005","1000 ha","31.0896","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2006","2006","1000 ha","30.7986","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2007","2007","1000 ha","31.4809","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2008","2008","1000 ha","21.1795","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2009","2009","1000 ha","32.5112","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2010","2010","1000 ha","38.7542","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2011","2011","1000 ha","33.5175","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6980","Permanent snow and glaciers","2012","2012","1000 ha","51.3657","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2001","2001","1000 ha","2305","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2002","2002","1000 ha","2305","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2003","2003","1000 ha","2305","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2004","2004","1000 ha","2317","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2005","2005","1000 ha","2323","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2006","2006","1000 ha","2312","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2007","2007","1000 ha","2307","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2008","2008","1000 ha","2328","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2009","2009","1000 ha","2329","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2010","2010","1000 ha","2333","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2011","2011","1000 ha","2330","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6981","Inland water bodies","2012","2012","1000 ha","2344","FC","Calculated data"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2001","2001","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2002","2002","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2003","2003","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2004","2004","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2005","2005","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2006","2006","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2007","2007","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2008","2008","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2009","2009","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2010","2010","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2011","2011","1000 ha","","NV","Data not available"
"LC","Land Cover","28","Myanmar","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2012","2012","1000 ha","","NV","Data not available"
